Category,Attribute,Price,Currency,XCH_Equivalent,NFT_Edition,Trade_Date
"Face Wear","No Face Wear",0.825,"XCH",0.8250,3481,"2025-12-23"
"Head","Beer Hat",0.825,"XCH",0.8250,3481,"2025-12-23"
"Clothes","Born to Ride",0.825,"XCH",0.8250,3481,"2025-12-23"
"Background","Route 66",0.825,"XCH",0.8250,3481,"2025-12-23"
"Base","Alien Baddie",0.825,"XCH",0.8250,3868,"2025-12-23"
"Face","Classic",0.825,"XCH",0.8250,3868,"2025-12-23"
"Mouth","Cig",0.825,"XCH",0.8250,3868,"2025-12-23"
"Face Wear","No Face Wear",0.825,"XCH",0.8250,3868,"2025-12-23"
"Head","Propeller Hat",0.825,"XCH",0.8250,3868,"2025-12-23"
"Clothes","Chia Farmer",0.825,"XCH",0.8250,3868,"2025-12-23"
"Background","Chia Farm",0.825,"XCH",0.8250,3868,"2025-12-23"
"Base","Soyjak",0.825,"XCH",0.8250,2230,"2025-12-23"
"Face","Classic",0.825,"XCH",0.8250,2230,"2025-12-23"
"Mouth","Numb",0.825,"XCH",0.8250,2230,"2025-12-23"
"Face Wear","Tyson Tattoo",0.825,"XCH",0.8250,2230,"2025-12-23"
"Head","No Headgear",0.825,"XCH",0.8250,2230,"2025-12-23"
"Clothes","Gopher Suit",0.825,"XCH",0.8250,2230,"2025-12-23"
"Background","Tangerine Pop",0.825,"XCH",0.8250,2230,"2025-12-23"
"Base","Wojak",0.725,"XCH",0.7250,1870,"2025-12-29"
"Face","Classic",0.725,"XCH",0.7250,1870,"2025-12-29"
"Mouth","Joint",0.725,"XCH",0.7250,1870,"2025-12-29"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,1870,"2025-12-29"
"Head","Propeller Hat",0.725,"XCH",0.7250,1870,"2025-12-29"
"Clothes","Suit",0.725,"XCH",0.7250,1870,"2025-12-29"
"Background","$CHIA",0.725,"XCH",0.7250,1870,"2025-12-29"
"Base","Papa Tang",0.725,"XCH",0.7250,3371,"2025-12-22"
"Face","Rekt",0.725,"XCH",0.7250,3371,"2025-12-22"
"Mouth","Numb",0.725,"XCH",0.7250,3371,"2025-12-22"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,3371,"2025-12-22"
"Head","No Headgear",0.725,"XCH",0.7250,3371,"2025-12-22"
"Clothes","Topless",0.725,"XCH",0.7250,3371,"2025-12-22"
"Background","Mellow Yellow",0.725,"XCH",0.7250,3371,"2025-12-22"
"Base","Wojak",0.725,"XCH",0.7250,1930,"2025-12-30"
"Face","Classic",0.725,"XCH",0.7250,1930,"2025-12-30"
"Mouth","Cohiba",0.725,"XCH",0.7250,1930,"2025-12-30"
"Face Wear","MOG Glasses",0.725,"XCH",0.7250,1930,"2025-12-30"
"Head","Propeller Hat",0.725,"XCH",0.7250,1930,"2025-12-30"
"Clothes","Suit",0.725,"XCH",0.7250,1930,"2025-12-30"
"Background","Sky Shock Blue",0.725,"XCH",0.7250,1930,"2025-12-30"
"Base","Wojak",0.725,"XCH",0.7250,1675,"2025-12-30"
"Face","Classic",0.725,"XCH",0.7250,1675,"2025-12-30"
"Mouth","Numb",0.725,"XCH",0.7250,1675,"2025-12-30"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,1675,"2025-12-30"
"Head","Construction Helmet",0.725,"XCH",0.7250,1675,"2025-12-30"
"Clothes","Sports Jacket",0.725,"XCH",0.7250,1675,"2025-12-30"
"Background","Radioactive Forest",0.725,"XCH",0.7250,1675,"2025-12-30"
"Base","Wojak",0.725,"XCH",0.7250,447,"2025-12-22"
"Face","Classic",0.725,"XCH",0.7250,447,"2025-12-22"
"Mouth","Numb",0.725,"XCH",0.7250,447,"2025-12-22"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,447,"2025-12-22"
"Head","SWAT Helmet",0.725,"XCH",0.7250,447,"2025-12-22"
"Clothes","SWAT Gear",0.725,"XCH",0.7250,447,"2025-12-22"
"Background","Bepe Barracks",0.725,"XCH",0.7250,447,"2025-12-22"
"Base","Wojak",0.4,"XCH",0.4000,621,"2025-12-22"
"Face","Classic",0.4,"XCH",0.4000,621,"2025-12-22"
"Mouth","Stache",0.4,"XCH",0.4000,621,"2025-12-22"
"Face Wear","Alpha Shades",0.4,"XCH",0.4000,621,"2025-12-22"
"Head","No Headgear",0.4,"XCH",0.4000,621,"2025-12-22"
"Clothes","Bathrobe",0.4,"XCH",0.4000,621,"2025-12-22"
"Background","Morning Routine",0.4,"XCH",0.4000,621,"2025-12-22"
"Base","Baddie",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Face","Bleeding Bags",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Mouth","Screaming",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Face Wear","No Face Wear",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Head","Ponytail",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Clothes","Pickle Suit",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Background","Hell",1,"NeckCoin",3.0068,3084,"2025-12-26"
"Base","Wojak",0.9,"XCH",0.9000,1858,"2025-12-26"
"Face","NPC",0.9,"XCH",0.9000,1858,"2025-12-26"
"Mouth","Joint",0.9,"XCH",0.9000,1858,"2025-12-26"
"Face Wear","Wizard Glasses",0.9,"XCH",0.9000,1858,"2025-12-26"
"Head","Military Beret",0.9,"XCH",0.9000,1858,"2025-12-26"
"Clothes","Wizard Drip",0.9,"XCH",0.9000,1858,"2025-12-26"
"Background","$HOA",0.9,"XCH",0.9000,1858,"2025-12-26"
"Base","Wojak",0.92,"XCH",0.9200,1526,"2025-12-30"
"Face","Terminator",0.92,"XCH",0.9200,1526,"2025-12-30"
"Mouth","Bandana Mask",0.92,"XCH",0.9200,1526,"2025-12-30"
"Face Wear","No Face Wear",0.92,"XCH",0.9200,1526,"2025-12-30"
"Head","No Headgear",0.92,"XCH",0.9200,1526,"2025-12-30"
"Clothes","Chia Farmer",0.92,"XCH",0.9200,1526,"2025-12-30"
"Background","Silicon Data Center",0.92,"XCH",0.9200,1526,"2025-12-30"
"Base","Papa Tang",1.2,"XCH",1.2000,3410,"2025-12-31"
"Face","Rugged",1.2,"XCH",1.2000,3410,"2025-12-31"
"Mouth","Screaming",1.2,"XCH",1.2000,3410,"2025-12-31"
"Face Wear","MOG Glasses",1.2,"XCH",1.2000,3410,"2025-12-31"
"Head","Super Wojak Hat",1.2,"XCH",1.2000,3410,"2025-12-31"
"Clothes","Topless",1.2,"XCH",1.2000,3410,"2025-12-31"
"Background","Silicon Data Center",1.2,"XCH",1.2000,3410,"2025-12-31"
"Base","Wojak",1,"XCH",1.0000,797,"2025-12-23"
"Face","Terminator",1,"XCH",1.0000,797,"2025-12-23"
"Mouth","Cig",1,"XCH",1.0000,797,"2025-12-23"
"Face Wear","No Face Wear",1,"XCH",1.0000,797,"2025-12-23"
"Head","Super Saiyan",1,"XCH",1.0000,797,"2025-12-23"
"Clothes","Tee",1,"XCH",1.0000,797,"2025-12-23"
"Background","NYSE Pump",1,"XCH",1.0000,797,"2025-12-23"
"Base","Soyjak",0.4,"XCH",0.4000,2094,"2025-12-21"
"Face","Classic",0.4,"XCH",0.4000,2094,"2025-12-21"
"Mouth","Hannibal Mask",0.4,"XCH",0.4000,2094,"2025-12-21"
"Face Wear","No Face Wear",0.4,"XCH",0.4000,2094,"2025-12-21"
"Head","No Headgear",0.4,"XCH",0.4000,2094,"2025-12-21"
"Clothes","Bepe Suit",0.4,"XCH",0.4000,2094,"2025-12-21"
"Background","$CHIA",0.4,"XCH",0.4000,2094,"2025-12-21"
"Base","Monkey Zoo",1.69,"XCH",1.6900,3517,"2026-01-05"
"Face","Rugged",1.69,"XCH",1.6900,3517,"2026-01-05"
"Mouth","Screaming",1.69,"XCH",1.6900,3517,"2026-01-05"
"Face Wear","Wizard Glasses",1.69,"XCH",1.6900,3517,"2026-01-05"
"Head","Firefighter Helmet",1.69,"XCH",1.6900,3517,"2026-01-05"
"Clothes","Leather Jacket",1.69,"XCH",1.6900,3517,"2026-01-05"
"Background","Everythings Fine",1.69,"XCH",1.6900,3517,"2026-01-05"
"Base","Wojak",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Face","Classic",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Mouth","Stache",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Face Wear","Clown Nose",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Head","Beanie",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Clothes","Suit",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Background","Tangerine Pop",2000,"COOKIES",144.6000,1912,"2025-12-30"
"Base","Monkey Zoo",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Face","Rekt",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Mouth","Cig",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Face Wear","No Face Wear",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Head","Wizard Hat",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Clothes","Topless",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Background","$LOVE",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,3624,"2025-12-28"
"Base","Soyjak",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Face","Classic",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Mouth","Neckbeard",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Face Wear","Cool Glasses",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Head","Wizard Hat",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Clothes","Wizard Drip",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Background","$LOVE",0.33,"✨❤️‍🔥🧙‍♂️",0.9649,2525,"2025-12-27"
"Base","Wojak",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Face","Bleeding Bags",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Mouth","Screaming",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Face Wear","No Face Wear",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Head","Devil Horns",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Clothes","Chia Farmer",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Background","Hell",1,"✨❤️‍🔥🧙‍♂️",2.9238,1508,"2026-01-03"
"Base","Soyjak",0.9,"XCH",0.9000,2722,"2025-12-23"
"Face","Classic",0.9,"XCH",0.9000,2722,"2025-12-23"
"Mouth","Stunned",0.9,"XCH",0.9000,2722,"2025-12-23"
"Face Wear","Clown Nose",0.9,"XCH",0.9000,2722,"2025-12-23"
"Head","No Headgear",0.9,"XCH",0.9000,2722,"2025-12-23"
"Clothes","Super Saiyan Uniform",0.9,"XCH",0.9000,2722,"2025-12-23"
"Background","Chia Green",0.9,"XCH",0.9000,2722,"2025-12-23"
"Base","Wojak",0.5,"XCH",0.5000,1319,"2025-12-21"
"Face","Classic",0.5,"XCH",0.5000,1319,"2025-12-21"
"Mouth","Smile",0.5,"XCH",0.5000,1319,"2025-12-21"
"Face Wear","No Face Wear",0.5,"XCH",0.5000,1319,"2025-12-21"
"Head","2Pac Bandana",0.5,"XCH",0.5000,1319,"2025-12-21"
"Clothes","Leather Jacket",0.5,"XCH",0.5000,1319,"2025-12-21"
"Background","Chia Green",0.5,"XCH",0.5000,1319,"2025-12-21"
"Base","Bepe Wojak",1,"XCH",1.0000,3918,"2025-12-30"
"Face","Classic",1,"XCH",1.0000,3918,"2025-12-30"
"Mouth","Gold Teeth",1,"XCH",1.0000,3918,"2025-12-30"
"Face Wear","Night Vision",1,"XCH",1.0000,3918,"2025-12-30"
"Head","No Headgear",1,"XCH",1.0000,3918,"2025-12-30"
"Clothes","Born to Ride",1,"XCH",1.0000,3918,"2025-12-30"
"Background","One Market",1,"XCH",1.0000,3918,"2025-12-30"
"Base","Monkey Zoo",0.9,"XCH",0.9000,3642,"2025-12-21"
"Face","Bleeding Bags",0.9,"XCH",0.9000,3642,"2025-12-21"
"Mouth","Cohiba",0.9,"XCH",0.9000,3642,"2025-12-21"
"Face Wear","No Face Wear",0.9,"XCH",0.9000,3642,"2025-12-21"
"Head","Trump Wave",0.9,"XCH",0.9000,3642,"2025-12-21"
"Clothes","Topless",0.9,"XCH",0.9000,3642,"2025-12-21"
"Background","Hot Coral",0.9,"XCH",0.9000,3642,"2025-12-21"
"Base","Wojak",0.9,"XCH",0.9000,915,"2025-12-21"
"Face","Classic",0.9,"XCH",0.9000,915,"2025-12-21"
"Mouth","Pipe",0.9,"XCH",0.9000,915,"2025-12-21"
"Face Wear","Cool Glasses",0.9,"XCH",0.9000,915,"2025-12-21"
"Head","Cap",0.9,"XCH",0.9000,915,"2025-12-21"
"Clothes","Super Saiyan Uniform",0.9,"XCH",0.9000,915,"2025-12-21"
"Background","$LOVE",0.9,"XCH",0.9000,915,"2025-12-21"
"Base","Papa Tang",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Face","Classic",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Mouth","Pizza",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Face Wear","Night Vision",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Head","Wizard Hat",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Clothes","Born to Ride",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Background","$PIZZA",2,"✨❤️‍🔥🧙‍♂️",5.8476,3235,"2025-12-21"
"Base","Wojak",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Face","Classic",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Mouth","Cig",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Face Wear","Clown Nose",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Head","Super Saiyan",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Clothes","Super Saiyan Uniform",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Background","$CASTER",0.305,"✨❤️‍🔥🧙‍♂️",0.8918,882,"2025-12-21"
"Base","Wojak",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Face","Classic",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Mouth","Numb",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Face Wear","Cool Glasses",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Head","Halo",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Clothes","God's Robe",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Background","Heaven",1,"✨❤️‍🔥🧙‍♂️",2.9238,317,"2025-12-21"
"Base","Wojak",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Face","Rekt",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Mouth","Cohiba",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Face Wear","Shades",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Head","Super Wojak Hat",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Clothes","Roman Drip",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Background","Radioactive Forest",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1086,"2025-12-21"
"Base","Soyjak",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Face","Rekt",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Mouth","Gold Teeth",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Face Wear","Cool Glasses",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Head","SWAT Helmet",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Clothes","Bepe Army",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Background","$BEPE",0.3,"✨❤️‍🔥🧙‍♂️",0.8771,2564,"2025-12-21"
"Base","Monkey Zoo",0.9,"XCH",0.9000,3527,"2025-12-21"
"Face","Classic",0.9,"XCH",0.9000,3527,"2025-12-21"
"Mouth","Numb",0.9,"XCH",0.9000,3527,"2025-12-21"
"Face Wear","Laser Eyes",0.9,"XCH",0.9000,3527,"2025-12-21"
"Head","No Headgear",0.9,"XCH",0.9000,3527,"2025-12-21"
"Clothes","Proof of Prayer",0.9,"XCH",0.9000,3527,"2025-12-21"
"Background","Tangerine Pop",0.9,"XCH",0.9000,3527,"2025-12-21"
"Base","Bepe Wojak",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Face","Classic",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Mouth","Teeth",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Face Wear","Night Vision",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Head","Viking Helmet",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Clothes","Bepe Army",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Background","Price Down",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,3981,"2025-12-21"
"Base","Monkey Zoo",0.6,"XCH",0.6000,3607,"2025-12-21"
"Face","Terminator",0.6,"XCH",0.6000,3607,"2025-12-21"
"Mouth","Pipe",0.6,"XCH",0.6000,3607,"2025-12-21"
"Face Wear","No Face Wear",0.6,"XCH",0.6000,3607,"2025-12-21"
"Head","Propeller Hat",0.6,"XCH",0.6000,3607,"2025-12-21"
"Clothes","Super Saiyan Uniform",0.6,"XCH",0.6000,3607,"2025-12-21"
"Background","Hot Coral",0.6,"XCH",0.6000,3607,"2025-12-21"
"Base","Wojak",0.725,"XCH",0.7250,1896,"2025-12-30"
"Face","Classic",0.725,"XCH",0.7250,1896,"2025-12-30"
"Mouth","Cohiba",0.725,"XCH",0.7250,1896,"2025-12-30"
"Face Wear","Clown Nose",0.725,"XCH",0.7250,1896,"2025-12-30"
"Head","Viking Helmet",0.725,"XCH",0.7250,1896,"2025-12-30"
"Clothes","Suit",0.725,"XCH",0.7250,1896,"2025-12-30"
"Background","Golden Hour",0.725,"XCH",0.7250,1896,"2025-12-30"
"Base","Wojak",0.9,"XCH",0.9000,481,"2025-12-21"
"Face","Rekt",0.9,"XCH",0.9000,481,"2025-12-21"
"Mouth","Numb",0.9,"XCH",0.9000,481,"2025-12-21"
"Face Wear","Clown Nose",0.9,"XCH",0.9000,481,"2025-12-21"
"Head","Clown",0.9,"XCH",0.9000,481,"2025-12-21"
"Clothes","SWAT Gear",0.9,"XCH",0.9000,481,"2025-12-21"
"Background","Mellow Yellow",0.9,"XCH",0.9000,481,"2025-12-21"
"Base","Soyjak",0.9,"XCH",0.9000,2689,"2025-12-21"
"Face","Classic",0.9,"XCH",0.9000,2689,"2025-12-21"
"Mouth","Hannibal Mask",0.9,"XCH",0.9000,2689,"2025-12-21"
"Face Wear","No Face Wear",0.9,"XCH",0.9000,2689,"2025-12-21"
"Head","Super Saiyan",0.9,"XCH",0.9000,2689,"2025-12-21"
"Clothes","Super Saiyan Uniform",0.9,"XCH",0.9000,2689,"2025-12-21"
"Background","$BEPE",0.9,"XCH",0.9000,2689,"2025-12-21"
"Base","Wojak",0.82,"XCH",0.8200,1866,"2025-12-21"
"Face","Terminator",0.82,"XCH",0.8200,1866,"2025-12-21"
"Mouth","Screaming",0.82,"XCH",0.8200,1866,"2025-12-21"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,1866,"2025-12-21"
"Head","Wizard Hat",0.82,"XCH",0.8200,1866,"2025-12-21"
"Clothes","Wizard Drip",0.82,"XCH",0.8200,1866,"2025-12-21"
"Background","Price Down",0.82,"XCH",0.8200,1866,"2025-12-21"
"Base","Monkey Zoo",0.7,"XCH",0.7000,3556,"2025-12-21"
"Face","Terminator",0.7,"XCH",0.7000,3556,"2025-12-21"
"Mouth","Cig",0.7,"XCH",0.7000,3556,"2025-12-21"
"Face Wear","Aviators",0.7,"XCH",0.7000,3556,"2025-12-21"
"Head","Viking Helmet",0.7,"XCH",0.7000,3556,"2025-12-21"
"Clothes","Ronin",0.7,"XCH",0.7000,3556,"2025-12-21"
"Background","Neo Mint",0.7,"XCH",0.7000,3556,"2025-12-21"
"Base","Bepe Wojak",0.82,"XCH",0.8200,3902,"2025-12-21"
"Face","Classic",0.82,"XCH",0.8200,3902,"2025-12-21"
"Mouth","Neckbeard",0.82,"XCH",0.8200,3902,"2025-12-21"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3902,"2025-12-21"
"Head","No Headgear",0.82,"XCH",0.8200,3902,"2025-12-21"
"Clothes","Astronaut",0.82,"XCH",0.8200,3902,"2025-12-21"
"Background","Moon",0.82,"XCH",0.8200,3902,"2025-12-21"
"Base","Monkey Zoo",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Face","Classic",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Mouth","Cohiba",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Face Wear","Shades",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Head","Ronin Helmet",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Clothes","Ronin",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Background","Ronin Dojo",0.3,"NeckCoin",0.9020,3547,"2025-12-21"
"Base","Wojak",0.9,"XCH",0.9000,1404,"2025-12-21"
"Face","Terminator",0.9,"XCH",0.9000,1404,"2025-12-21"
"Mouth","Smile",0.9,"XCH",0.9000,1404,"2025-12-21"
"Face Wear","MOG Glasses",0.9,"XCH",0.9000,1404,"2025-12-21"
"Head","Fedora",0.9,"XCH",0.9000,1404,"2025-12-21"
"Clothes","Leather Jacket",0.9,"XCH",0.9000,1404,"2025-12-21"
"Background","Sky Shock Blue",0.9,"XCH",0.9000,1404,"2025-12-21"
"Base","Wojak",3,"XCH",3.0000,1563,"2026-01-01"
"Face","Classic",3,"XCH",3.0000,1563,"2026-01-01"
"Mouth","Teeth",3,"XCH",3.0000,1563,"2026-01-01"
"Face Wear","MOG Glasses",3,"XCH",3.0000,1563,"2026-01-01"
"Head","Crown",3,"XCH",3.0000,1563,"2026-01-01"
"Clothes","Topless",3,"XCH",3.0000,1563,"2026-01-01"
"Background","Sky Shock Blue",3,"XCH",3.0000,1563,"2026-01-01"
"Base","Wojak",0.7,"XCH",0.7000,807,"2025-12-21"
"Face","Rekt",0.7,"XCH",0.7000,807,"2025-12-21"
"Mouth","Cig",0.7,"XCH",0.7000,807,"2025-12-21"
"Face Wear","Aviators",0.7,"XCH",0.7000,807,"2025-12-21"
"Head","Military Beret",0.7,"XCH",0.7000,807,"2025-12-21"
"Clothes","Tee",0.7,"XCH",0.7000,807,"2025-12-21"
"Background","Chia Green",0.7,"XCH",0.7000,807,"2025-12-21"
"Base","Waifu",0.7,"XCH",0.7000,2967,"2025-12-21"
"Face","Classic",0.7,"XCH",0.7000,2967,"2025-12-21"
"Mouth","Gold Teeth",0.7,"XCH",0.7000,2967,"2025-12-21"
"Face Wear","Eye Patch",0.7,"XCH",0.7000,2967,"2025-12-21"
"Head","Viking Helmet",0.7,"XCH",0.7000,2967,"2025-12-21"
"Clothes","Viking Armor",0.7,"XCH",0.7000,2967,"2025-12-21"
"Background","$CHIA",0.7,"XCH",0.7000,2967,"2025-12-21"
"Base","Wojak",1,"XCH",1.0000,337,"2025-12-21"
"Face","Rekt",1,"XCH",1.0000,337,"2025-12-21"
"Mouth","Teeth",1,"XCH",1.0000,337,"2025-12-21"
"Face Wear","No Face Wear",1,"XCH",1.0000,337,"2025-12-21"
"Head","Centurion",1,"XCH",1.0000,337,"2025-12-21"
"Clothes","God's Robe",1,"XCH",1.0000,337,"2025-12-21"
"Background","Heaven",1,"XCH",1.0000,337,"2025-12-21"
"Base","Wojak",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Face","Classic",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Mouth","Copium Mask",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Face Wear","Wizard Glasses",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Head","Hip Hop Hat",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Clothes","Tank Top",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Background","$HONK",0.2,"✨❤️‍🔥🧙‍♂️",0.5848,696,"2025-12-21"
"Base","Wojak",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Face","Rugged",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Mouth","Screaming",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Face Wear","Night Vision",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Head","No Headgear",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Clothes","Tank Top",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Background","Price Down",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,726,"2025-12-21"
"Base","Wojak",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Face","Rugged",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Mouth","Neckbeard",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Face Wear","No Face Wear",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Head","Spikes",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Clothes","Leather Jacket",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Background","Neo Mint",0.5,"✨❤️‍🔥🧙‍♂️",1.4619,1383,"2025-12-21"
"Base","Soyjak",0.5,"XCH",0.5000,2585,"2025-12-30"
"Face","Classic",0.5,"XCH",0.5000,2585,"2025-12-30"
"Mouth","Stache",0.5,"XCH",0.5000,2585,"2025-12-30"
"Face Wear","No Face Wear",0.5,"XCH",0.5000,2585,"2025-12-30"
"Head","Ronin Helmet",0.5,"XCH",0.5000,2585,"2025-12-30"
"Clothes","Born to Ride",0.5,"XCH",0.5000,2585,"2025-12-30"
"Background","Ronin Dojo",0.5,"XCH",0.5000,2585,"2025-12-30"
"Base","Wojak",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,595,"2025-12-21"
"Face","NPC",0.25,"✨❤️‍🔥🧙‍♂️",0.7309,595,"2025-12-21"
